"Periodo,""1.Dow Jones, EE.UU."",""2.Nasdaq, EE.UU."",""3.FTSE100, Reino Unido"",""4.Nikkei, Japón"",""5.CAC40, Francia"",""6.DAX, Alemania"",""7.KOSPI, Corea del Sur."",""8.CSI 300, China."",""9.FTSE Bursa Malaysia KLCI, Malasia."",""10.WIG, Polonia."",""11.MOEX Rusia, Rusia."",""12.Bangkok SET, Tailandia."",""13.TWSE, Taiwán, Provincia de China."",""14.BIST, Turquía."",""15.MERVAL, Argentina."",""16.IBOVESPA, Brasil."",""17.COLCAP, Colombia."",""18.S&P/BMV IPC , México."",""19.IGBVL, Perú."""
"04.Jun.1990,""2,935.19"",""465.61"",""2,379.00"",""32,925.37"","""","""",""814.40"","""",""583.82"","""","""",""1,032.73"",""7,347.74"",""0.41"",""84.86"",""0.00"","""","""",""1.62"""
"05.Jun.1990,""2,925.00"",""464.61"",""2,380.10"",""32,921.62"",""2,069.43"",""1,876.69"",""807.97"","""",""586.50"","""","""",""1,018.86"",""7,339.71"",""0.40"",""86.13"",""0.00"","""","""",""1.73"""
"06.Jun.1990,""2,911.65"",""464.96"",""2,358.50"",""32,953.50"",""2,045.43"",""1,849.02"","""","""","""","""","""",""1,011.09"",""7,075.50"",""0.39"",""89.70"",""0.00"","""","""",""1.78"""
"07.Jun.1990,""2,897.33"",""464.09"",""2,378.40"",""33,192.50"",""2,050.45"",""1,837.43"",""804.09"","""",""585.74"","""","""",""1,022.98"",""6,602.12"",""0.39"",""86.88"",""0.00"","""","""",""1.80"""
"08.Jun.1990,""2,862.38"",""460.87"",""2,366.40"",""32,993.29"",""2,021.41"",""1,822.23"",""804.47"","""",""588.09"","""","""",""1,033.56"",""6,454.12"",""0.39"",""85.82"",""0.00"","""","""",""1.80"""
"11.Jun.1990,""2,892.57"",""462.79"",""2,348.90"",""32,540.18"",""2,002.38"",""1,809.66"",""786.35"","""",""585.10"","""","""",""991.27"",""5,933.74"",""0.38"",""83.68"",""0.00"","""","""",""1.75"""
"12.Jun.1990,""2,933.42"",""466.56"",""2,370.80"",""32,322.31"",""2,005.82"",""1,800.36"",""784.97"","""",""581.59"","""","""",""1,016.66"",""6,323.22"",""0.37"",""88.32"",""0.00"","""","""",""1.78"""
"13.Jun.1990,""2,929.70"",""468.86"",""2,405.30"",""32,371.77"",""2,025.59"",""1,787.39"",""780.56"","""",""579.36"","""","""",""994.62"",""6,523.32"",""0.37"",""85.44"",""0.00"","""","""",""1.82"""
"14.Jun.1990,""2,928.22"",""467.10"",""2,403.00"",""32,668.11"",""2,028.08"","""",""772.20"","""",""576.16"","""","""",""978.43"",""6,092.32"",""0.36"",""86.70"","""","""","""",""1.90"""
"15.Jun.1990,""2,935.89"",""467.55"",""2,392.30"",""32,538.40"",""2,011.87"",""1,792.26"",""770.77"","""",""575.52"","""","""",""982.44"",""5,855.82"",""0.36"",""85.12"",""0.00"","""","""",""1.96"""
"18.Jun.1990,""2,882.18"",""460.79"",""2,370.50"",""32,376.80"",""1,988.33"",""1,797.42"",""756.39"","""",""574.00"","""","""",""983.32"",""6,016.43"",""0.36"","""",""0.00"","""","""",""1.98"""
"19.Jun.1990,""2,893.56"",""460.53"",""2,369.70"",""32,040.38"",""2,000.14"",""1,836.74"",""749.61"","""",""570.89"","""","""",""989.28"",""5,892.88"",""0.38"",""81.52"",""0.00"","""","""",""2.03"""
"20.Jun.1990,""2,895.30"",""460.80"",""2,371.40"",""32,087.76"",""2,003.66"",""1,849.55"",""740.84"","""",""573.96"","""","""",""1,014.11"",""5,522.04"",""0.37"",""83.98"",""0.00"","""","""",""2.12"""
"21.Jun.1990,""2,901.73"",""461.27"",""2,370.30"",""32,087.27"",""2,007.98"",""1,863.57"",""743.17"","""",""577.42"","""","""",""998.33"",""5,500.40"",""0.36"",""87.42"",""0.00"","""","""",""2.20"""
"22.Jun.1990,""2,857.18"",""459.33"",""2,378.50"",""31,694.57"",""2,031.73"",""1,872.92"",""747.37"","""",""579.64"","""","""",""1,008.71"",""5,452.74"",""0.36"",""86.51"",""0.00"","""","""",""2.25"""
"25.Jun.1990,""2,845.05"",""455.64"",""2,398.50"",""31,124.19"",""2,040.08"",""1,896.21"",""739.80"","""",""580.61"","""","""",""1,032.54"",""5,568.55"",""0.36"",""88.67"",""0.00"","""","""",""2.33"""
"26.Jun.1990,""2,842.33"",""455.38"",""2,399.80"",""31,571.77"",""2,053.40"",""1,890.36"",""736.42"","""",""583.95"","""","""",""1,037.38"",""5,294.12"",""0.37"",""89.72"",""0.00"","""","""",""2.51"""
"27.Jun.1990,""2,862.13"",""456.89"",""2,373.60"",""32,312.75"",""2,033.20"",""1,901.46"",""740.01"","""",""586.04"","""","""",""1,053.13"",""4,995.38"",""0.39"",""91.21"",""0.00"","""","""",""2.56"""
"28.Jun.1990,""2,878.71"",""460.38"",""2,355.70"",""32,106.19"",""2,038.41"",""1,895.17"",""732.64"","""",""586.59"","""","""",""1,057.06"","""",""0.40"",""101.30"",""0.00"","""","""",""2.61"""
"29.Jun.1990,""2,880.69"",""462.29"",""2,374.70"",""31,940.24"",""2,035.03"",""1,879.90"",""720.00"","""",""584.65"","""","""",""1,060.22"",""5,157.45"",""0.41"",""99.08"",""0.00"","""","""","""""
"02.Jul.1990,""2,899.26"",""462.04"",""2,372.00"",""32,160.23"",""2,029.54"",""1,915.30"",""713.18"","""","""","""","""",""1,082.67"","""","""",""99.08"",""0.00"","""","""",""2.70"""
"03.Jul.1990,""2,911.63"",""461.76"",""2,371.70"",""32,414.60"",""2,031.98"",""1,906.23"",""745.04"","""",""586.36"","""","""",""1,087.53"",""4,905.87"","""",""97.69"",""0.00"","""","""",""2.77"""
"04.Jul.1990,"""","""",""2,355.50"",""32,445.92"",""2,015.93"",""1,925.13"",""735.30"","""",""586.39"","""","""",""1,087.51"",""4,677.18"","""",""100.37"",""0.00"","""","""",""2.81"""
"05.Jul.1990,""2,879.21"",""459.19"",""2,331.40"",""32,351.67"",""1,999.98"",""1,914.18"",""723.10"","""",""592.98"","""","""",""1,070.18"",""4,524.55"","""",""99.98"",""0.00"","""","""",""2.87"""
"06.Jul.1990,""2,904.95"",""460.53"",""2,340.00"",""32,445.12"",""2,001.90"",""1,932.80"",""716.17"","""",""593.86"","""","""",""1,050.13"",""4,693.20"","""",""100.64"",""0.00"","""","""",""2.94"""
"09.Jul.1990,""2,914.11"",""461.68"",""2,337.60"",""32,538.28"",""1,990.38"",""1,923.86"",""715.28"","""",""592.18"","""","""","""",""4,986.40"",""0.41"","""",""0.00"","""","""",""3.02"""
"10.Jul.1990,""2,890.84"",""460.97"",""2,327.60"",""32,152.43"",""1,963.02"",""1,909.63"",""718.75"","""",""592.57"","""","""",""1,032.07"",""5,286.61"",""0.42"",""94.81"",""0.00"","""","""",""3.14"""
"11.Jul.1990,""2,932.67"",""463.90"",""2,360.50"",""32,294.18"",""1,971.42"",""1,917.89"",""711.00"","""",""594.33"","""","""",""1,054.79"",""4,953.97"",""0.42"",""95.38"",""0.00"","""","""",""3.25"""
"12.Jul.1990,""2,969.80"",""467.17"",""2,370.50"",""32,575.32"",""1,975.18"",""1,916.22"",""701.91"","""",""606.12"","""","""",""1,056.46"",""4,662.09"",""0.43"",""96.52"",""0.00"","""","""",""3.30"""
"13.Jul.1990,""2,980.20"",""468.44"",""2,382.20"",""32,644.37"",""1,998.34"",""1,931.33"",""688.78"","""",""616.70"","""","""",""1,053.59"",""4,854.72"",""0.42"",""95.28"",""0.00"","""","""",""3.32"""
"16.Jul.1990,""2,999.75"",""469.60"",""2,406.50"",""33,021.73"",""2,015.59"",""1,931.86"",""683.01"","""",""630.52"","""","""",""1,054.25"",""4,709.75"",""0.43"",""91.51"",""0.00"","""","""",""3.41"""
"17.Jul.1990,""2,999.75"",""464.48"",""2,415.00"",""33,172.28"",""2,019.50"",""1,929.00"","""","""",""631.13"","""","""",""1,064.09"",""4,818.41"",""0.43"",""92.33"",""0.00"","""","""",""3.45"""
"18.Jul.1990,""2,981.68"",""460.82"",""2,402.00"",""33,048.11"",""2,030.75"",""1,966.04"",""698.01"","""",""630.27"","""","""",""1,095.28"",""4,777.84"",""0.44"",""98.22"",""0.00"","""","""",""3.50"""
"19.Jul.1990,""2,993.81"",""458.17"",""2,387.30"",""33,055.62"",""2,023.31"",""1,959.09"",""693.44"","""",""629.53"","""","""",""1,107.68"",""5,013.05"",""0.43"",""106.81"",""0.00"","""","""",""3.56"""
"20.Jul.1990,""2,961.14"",""455.27"",""2,400.00"",""32,421.52"",""2,030.60"",""1,947.43"",""694.64"","""",""625.79"","""","""",""1,131.44"",""5,194.39"",""0.44"",""103.36"",""0.00"","""","""",""3.64"""
"23.Jul.1990,""2,904.70"",""444.64"",""2,359.70"",""31,894.79"",""1,990.04"",""1,938.04"",""681.38"","""","""","""","""",""1,133.54"",""4,991.42"",""0.46"",""110.85"",""0.00"","""","""",""3.65"""
"24.Jul.1990,""2,922.52"",""442.56"",""2,360.90"",""31,702.46"",""1,995.61"",""1,921.16"",""679.67"","""",""625.23"","""","""",""1,130.86"",""5,271.61"",""0.47"",""112.35"",""0.00"","""","""",""3.69"""
"25.Jul.1990,""2,930.94"",""445.45"",""2,364.70"",""31,701.27"",""1,998.58"",""1,920.25"",""685.27"","""",""627.04"","""","""",""1,143.78"",""5,321.64"",""0.49"",""111.45"",""0.00"","""","""",""3.88"""
"26.Jul.1990,""2,920.79"",""445.43"",""2,344.10"",""31,369.75"",""1,984.37"",""1,932.89"",""676.83"","""",""627.01"","""","""",""1,139.28"",""5,255.89"",""0.49"",""119.85"",""0.00"","""","""",""4.14"""
"27.Jul.1990,""2,898.51"",""442.59"",""2,330.10"",""30,863.48"",""1,965.79"",""1,919.81"",""673.16"","""",""627.76"","""","""",""1,141.88"",""5,402.64"",""0.50"",""117.73"",""0.00"","""","""","""""
"30.Jul.1990,""2,917.33"",""439.38"",""2,316.50"",""30,442.95"",""1,955.35"",""1,911.69"",""673.80"","""",""629.31"","""","""",""1,125.61"",""5,597.39"",""0.52"",""114.83"",""0.00"","""","""",""4.37"""
"31.Jul.1990,""2,905.20"",""438.24"",""2,326.20"",""31,035.66"",""1,965.57"",""1,919.12"",""678.38"","""",""630.29"","""","""",""1,114.61"",""5,618.21"",""0.54"",""120.15"",""0.00"","""","""",""4.67"""
"01.Aug.1990,""2,899.26"",""435.91"",""2,339.10"",""30,837.99"",""1,960.07"",""1,892.89"",""690.21"","""",""632.22"","""","""",""1,139.45"",""5,771.28"",""0.57"",""126.72"",""0.00"","""","""",""5.03"""
"02.Aug.1990,""2,864.60"",""428.89"",""2,304.70"",""30,245.18"",""1,918.45"",""1,869.38"",""688.28"","""",""611.00"","""","""",""1,129.36"",""5,450.42"",""0.57"",""133.64"",""0.00"","""","""",""5.43"""
"03.Aug.1990,""2,809.65"",""417.46"",""2,284.60"",""29,515.76"",""1,869.45"",""1,840.94"",""678.37"","""",""615.94"","""","""",""1,097.52"",""5,128.73"",""0.56"",""138.39"",""0.00"","""","""",""5.91"""
"06.Aug.1990,""2,716.34"",""400.04"",""2,220.10"",""28,599.53"",""1,773.79"",""1,740.93"",""661.40"","""","""","""","""","""",""5,008.21"",""0.54"",""130.38"",""0.00"","""","""",""6.45"""
"07.Aug.1990,""2,710.64"",""402.08"",""2,235.80"",""27,653.07"",""1,811.84"",""1,770.30"",""655.88"","""",""565.15"","""","""",""922.35"",""4,668.24"",""0.50"",""142.79"",""0.00"","""","""",""7.02"""
"08.Aug.1990,""2,734.90"",""407.73"",""2,237.50"",""28,509.14"",""1,757.09"",""1,723.63"",""646.03"","""",""567.15"","""","""",""956.97"",""4,534.56"",""0.45"",""138.50"",""0.00"","""","""",""7.69"""
"09.Aug.1990,""2,758.91"",""412.98"",""2,244.60"",""27,615.73"",""1,779.86"",""1,755.63"",""648.95"","""",""560.72"","""","""",""903.77"",""4,232.21"",""0.42"",""130.27"",""0.00"","""","""","""""
"10.Aug.1990,""2,716.58"",""408.03"",""2,233.80"",""27,329.55"",""1,779.83"",""1,749.34"",""658.94"","""","""","""","""",""917.76"",""4,094.78"",""0.44"",""131.21"",""0.00"","""","""","""""
"13.Aug.1990,""2,746.78"",""405.28"",""2,219.60"",""26,176.43"",""1,721.01"",""1,706.05"",""645.86"","""",""548.73"","""","""","""",""3,884.89"",""0.48"",""127.60"",""0.00"","""","""",""8.88"""
"14.Aug.1990,""2,747.77"",""410.33"",""2,234.00"",""26,672.53"",""1,712.03"",""1,715.05"",""632.30"","""",""553.76"","""","""",""893.10"",""4,038.73"",""0.50"",""130.50"",""0.00"","""","""",""9.68"""
"15.Aug.1990,""2,748.27"",""411.45"",""2,239.30"",""28,112.12"","""",""1,742.20"","""","""",""568.72"","""","""",""906.99"",""4,248.49"",""0.50"",""127.70"",""0.00"","""","""",""9.30"""
"16.Aug.1990,""2,681.44"",""402.27"",""2,222.20"",""27,549.44"",""1,723.41"",""1,727.42"",""625.03"","""",""566.71"","""","""",""934.13"",""4,303.28"",""0.51"",""125.66"",""0.00"","""","""",""9.30"""
"17.Aug.1990,""2,644.80"",""393.49"",""2,177.10"",""26,786.72"",""1,665.00"",""1,665.88"",""623.90"","""",""562.16"","""","""",""920.75"",""4,010.56"",""0.51"",""132.11"",""0.00"","""","""",""9.23"""
"20.Aug.1990,""2,656.44"",""388.59"",""2,156.60"",""26,490.47"",""1,611.92"",""1,635.69"",""621.33"","""",""552.47"","""","""",""895.71"",""3,877.68"",""0.49"","""",""0.00"","""","""",""9.39"""
"21.Aug.1990,""2,603.96"",""379.68"",""2,107.80"",""26,297.84"",""1,546.51"",""1,549.96"",""610.47"","""",""544.64"","""","""",""870.33"",""3,649.77"",""0.47"",""122.74"",""0.00"","""","""",""9.25"""
"22.Aug.1990,""2,560.15"",""374.84"",""2,104.90"",""25,210.91"",""1,586.27"",""1,575.10"",""607.16"","""",""519.23"","""","""",""795.40"",""3,506.80"",""0.46"",""124.52"",""0.00"","""","""",""9.78"""
"23.Aug.1990,""2,483.42"",""360.22"",""2,075.10"",""23,737.63"",""1,553.35"",""1,520.34"",""603.62"","""",""480.77"","""","""",""735.39"",""3,333.46"",""0.44"",""119.19"",""0.00"","""","""",""9.86"""
"24.Aug.1990,""2,532.92"",""367.33"",""2,086.40"",""24,165.76"",""1,617.42"",""1,559.04"",""594.23"","""",""489.65"","""","""",""695.81"",""3,135.56"",""0.43"",""116.09"",""0.00"","""","""",""10.18"""
"27.Aug.1990,""2,611.63"",""381.27"","""",""25,141.76"",""1,699.72"",""1,654.80"",""614.29"","""",""521.46"","""","""",""756.92"",""3,378.50"",""0.45"",""116.25"",""0.00"","""","""",""10.41"""
"28.Aug.1990,""2,614.85"",""382.86"",""2,126.10"",""25,710.76"",""1,680.58"",""1,617.89"",""642.42"","""",""534.62"","""","""",""823.75"",""3,606.18"",""0.49"",""121.46"",""0.00"","""","""",""10.31"""
"29.Aug.1990,""2,632.43"",""381.78"",""2,125.70"",""24,894.79"",""1,698.66"",""1,637.66"",""647.77"","""",""530.34"","""","""",""834.97"",""3,405.21"",""0.48"",""122.38"",""0.00"","""","""",""10.36"""
"30.Aug.1990,""2,593.32"",""378.68"",""2,153.60"",""25,669.96"",""1,723.23"",""1,638.95"",""626.85"","""",""540.85"","""","""",""835.03"","""","""",""115.46"",""0.00"","""","""","""""
"31.Aug.1990,""2,614.36"",""381.21"",""2,162.80"",""25,978.37"",""1,690.17"",""1,629.51"",""606.87"","""","""","""","""",""862.75"",""3,635.28"",""0.49"",""115.57"",""0.00"","""","""",""10.62"""
"03.Sep.1990,"""","""",""2,166.70"",""25,420.43"",""1,644.01"",""1,629.22"",""635.37"","""",""550.74"","""","""",""901.54"",""3,574.89"",""0.50"",""107.48"",""0.00"","""","""",""10.77"""
"04.Sep.1990,""2,613.37"",""381.67"",""2,147.90"",""24,907.64"",""1,620.93"",""1,590.07"",""632.34"","""",""550.82"","""","""",""873.34"",""3,600.75"",""0.48"",""103.69"",""0.00"","""","""",""11.49"""
"05.Sep.1990,""2,628.22"",""382.44"",""2,152.00"",""24,078.34"",""1,638.32"",""1,564.27"",""625.00"","""",""551.80"","""","""",""851.65"",""3,364.49"",""0.47"",""113.11"",""0.00"","""","""",""11.97"""
"06.Sep.1990,""2,596.29"",""378.78"",""2,120.90"",""23,811.91"",""1,609.51"",""1,557.12"",""616.29"","""",""547.47"","""","""",""844.52"",""3,308.85"",""0.45"",""107.29"",""0.00"","""","""",""13.02"""
"07.Sep.1990,""2,619.55"",""380.38"",""2,123.00"",""23,962.07"",""1,619.16"",""1,562.48"",""613.08"","""",""544.41"","""","""",""838.06"","""",""0.47"",""106.70"","""","""","""",""14.07"""
"10.Sep.1990,""2,615.59"",""381.73"",""2,147.00"",""25,080.90"",""1,661.76"",""1,600.45"",""612.63"","""",""544.24"","""","""",""839.80"",""3,487.98"",""0.49"",""106.34"",""0.00"","""","""",""15.27"""
"11.Sep.1990,""2,612.62"",""379.49"",""2,144.30"",""24,604.66"",""1,653.94"",""1,577.42"",""613.49"","""",""543.24"","""","""",""828.16"",""3,361.59"",""0.48"",""102.12"",""0.00"","""","""",""16.65"""
"12.Sep.1990,""2,625.74"",""380.32"",""2,142.30"",""25,216.14"",""1,648.09"",""1,598.34"",""610.88"","""",""545.55"","""","""",""804.46"",""3,434.72"",""0.49"",""101.58"",""0.00"","""","""",""18.10"""
"13.Sep.1990,""2,582.67"",""376.18"",""2,127.10"",""25,075.08"",""1,646.27"",""1,582.95"",""608.04"","""",""543.27"","""","""",""793.09"",""3,520.11"",""0.50"",""109.91"",""0.00"","""","""",""19.72"""
"14.Sep.1990,""2,564.11"",""374.42"",""2,093.80"",""24,897.46"",""1,614.93"",""1,554.07"",""603.52"","""",""543.62"","""","""",""759.98"",""3,480.47"",""0.51"",""107.39"",""0.00"","""","""",""21.42"""
"17.Sep.1990,""2,567.33"",""374.11"",""2,094.20"",""24,365.60"",""1,604.02"",""1,541.15"",""566.27"","""",""533.88"","""","""",""702.48"",""3,396.51"",""0.50"",""108.80"",""0.00"","""","""",""23.50"""
"18.Sep.1990,""2,571.29"",""372.21"",""2,064.00"",""23,884.82"",""1,579.93"",""1,507.27"",""589.42"","""",""528.43"","""","""",""687.93"",""3,291.65"",""0.50"",""115.25"",""0.00"","""","""",""25.65"""
"19.Sep.1990,""2,557.43"",""371.68"",""2,065.80"",""23,726.17"",""1,570.28"",""1,487.54"",""592.80"","""",""525.18"","""","""",""686.63"",""3,159.27"",""0.51"",""115.18"",""0.00"","""","""",""28.16"""
"20.Sep.1990,""2,518.32"",""364.43"",""2,016.90"",""23,602.98"",""1,540.60"",""1,457.51"",""585.19"","""",""518.58"","""","""",""647.35"",""2,956.72"",""0.52"",""111.95"",""0.00"","""","""",""30.86"""
"21.Sep.1990,""2,512.38"",""362.25"",""2,025.40"",""23,777.83"",""1,543.53"",""1,446.57"",""584.60"","""",""507.24"","""","""",""637.95"",""3,111.41"",""0.51"",""113.68"",""0.00"","""","""",""32.58"""
"24.Sep.1990,""2,452.97"",""352.16"",""1,990.30"","""",""1,502.80"",""1,416.05"",""587.39"","""",""494.81"","""","""",""647.11"",""2,807.21"",""0.51"",""109.84"",""0.00"","""","""",""30.94"""
"25.Sep.1990,""2,485.64"",""354.78"",""1,999.30"",""23,359.32"",""1,485.39"",""1,353.40"",""593.77"","""","""","""","""",""613.95"",""2,701.84"",""0.50"",""105.32"",""0.00"","""","""",""29.97"""
"26.Sep.1990,""2,459.65"",""350.03"",""2,000.00"",""22,250.62"",""1,499.17"",""1,381.99"",""594.04"","""",""473.88"","""","""",""625.06"",""2,596.79"",""0.49"",""104.36"",""0.00"","""","""",""31.68"""
"27.Sep.1990,""2,427.48"",""341.19"",""2,009.00"",""21,771.91"",""1,523.95"",""1,354.08"",""593.45"","""",""469.84"","""","""",""630.15"",""2,705.01"",""0.50"",""109.59"",""0.00"","""","""",""33.35"""
"28.Sep.1990,""2,452.48"",""344.51"",""1,990.30"",""20,983.50"",""1,491.76"",""1,334.89"",""597.67"","""",""459.08"","""","""",""641.56"","""",""0.51"",""110.16"",""0.00"","""","""",""33.68"""
"01.Oct.1990,""2,515.84"",""354.65"",""2,030.90"",""20,221.86"",""1,534.44"",""1,420.73"","""","""","""","""","""",""654.39"",""2,560.47"",""0.51"",""108.78"",""0.00"","""","""",""33.77"""
"02.Oct.1990,""2,505.20"",""356.39"",""2,058.50"",""22,898.41"",""1,572.94"",""1,444.89"","""","""",""475.83"","""","""",""704.51"",""2,593.75"",""0.53"",""107.23"",""0.00"","""","""",""33.71"""
"03.Oct.1990,""2,489.36"",""351.45"",""2,087.00"",""22,849.39"",""1,567.48"","""","""","""",""468.42"","""","""",""713.85"","""",""0.54"",""103.91"","""","""","""",""32.57"""
"04.Oct.1990,""2,516.83"",""349.89"",""2,070.50"",""22,278.19"",""1,552.74"",""1,422.66"","""","""",""467.32"","""","""",""671.99"",""2,626.05"",""0.55"",""97.61"",""0.00"","""","""",""32.87"""
"05.Oct.1990,""2,510.64"",""347.36"",""2,144.20"",""22,827.65"",""1,551.93"",""1,392.41"",""624.13"","""",""470.06"","""","""",""672.98"",""2,771.40"",""0.53"",""96.33"",""0.00"","""","""",""33.26"""
"08.Oct.1990,""2,523.76"",""348.14"",""2,201.60"",""23,630.00"",""1,586.16"",""1,456.21"",""614.06"","""",""473.86"","""","""",""680.09"",""2,895.61"",""0.52"",""100.59"","""","""","""","""""
"09.Oct.1990,""2,445.54"",""339.11"",""2,121.80"",""23,495.11"",""1,551.46"",""1,441.06"","""","""",""474.46"","""","""",""682.19"",""2,746.25"",""0.51"",""94.38"",""0.00"","""","""",""34.03"""
"10.Oct.1990,""2,407.92"",""333.25"",""2,102.20"","""",""1,540.12"",""1,407.07"",""617.12"","""",""470.09"","""","""",""655.55"","""",""0.51"",""92.02"",""0.00"","""","""",""34.77"""
"11.Oct.1990,""2,365.10"",""325.61"",""2,100.40"",""22,585.63"",""1,541.76"",""1,428.29"",""621.93"","""",""469.08"","""","""",""644.43"",""2,573.45"",""0.51"",""90.41"",""0.00"","""","""",""34.95"""
"12.Oct.1990,""2,398.02"",""327.55"",""2,101.90"",""22,390.16"",""1,575.70"",""1,459.70"",""635.74"","""",""471.22"","""","""",""642.37"",""2,620.65"",""0.51"",""92.38"",""0.00"","""","""",""34.27"""
"15.Oct.1990,""2,416.34"",""329.54"",""2,083.60"",""23,109.20"",""1,598.91"",""1,478.89"",""646.39"","""",""477.49"","""","""",""652.75"",""2,688.60"",""0.53"","""",""0.00"","""","""",""33.51"""
"16.Oct.1990,""2,381.19"",""325.44"",""2,068.00"",""23,606.10"",""1,601.92"",""1,460.72"",""638.29"","""",""467.89"","""","""",""653.80"",""2,768.09"",""0.52"",""87.00"",""0.00"","""","""",""33.12"""
"17.Oct.1990,""2,387.87"",""326.78"",""2,082.60"",""23,859.36"",""1,616.00"",""1,440.79"",""653.96"","""","""","""","""",""646.99"",""2,767.21"",""0.50"",""90.45"",""0.00"","""","""",""32.69"""
"18.Oct.1990,""2,452.72"",""334.03"",""2,089.00"",""24,367.08"",""1,647.67"",""1,470.07"",""666.56"","""",""469.44"","""","""",""649.28"",""2,891.11"",""0.50"",""95.26"",""0.00"","""","""",""32.47"""
"19.Oct.1990,""2,520.79"",""337.36"",""2,102.00"",""24,481.49"",""1,644.70"",""1,482.09"",""696.01"","""",""476.79"","""","""",""652.16"",""2,916.90"",""0.49"",""90.73"",""0.00"","""","""",""32.57"""
"22.Oct.1990,""2,516.09"",""341.12"",""2,127.00"",""25,070.86"",""1,639.95"",""1,474.51"",""733.37"","""",""495.75"","""","""",""683.33"",""3,216.19"",""0.50"",""90.16"",""0.00"","""","""",""31.91"""
"23.Oct.1990,""2,494.06"",""341.09"",""2,110.50"",""25,298.30"",""1,676.17"",""1,514.34"",""765.55"","""",""507.71"","""","""","""",""3,300.57"",""0.50"",""94.50"",""0.00"","""","""",""30.80"""
"24.Oct.1990,""2,504.21"",""340.98"",""2,088.70"",""24,876.88"",""1,667.24"",""1,493.82"",""796.77"","""",""513.42"","""","""",""709.35"",""3,519.41"",""0.50"",""97.28"",""0.00"","""","""",""30.60"""
"25.Oct.1990,""2,484.16"",""339.74"",""2,063.20"",""25,352.63"",""1,645.99"",""1,497.58"",""767.06"","""",""512.98"","""","""",""698.69"",""3,519.41"",""0.50"",""94.09"",""0.00"","""","""",""30.58"""
"26.Oct.1990,""2,436.14"",""334.36"",""2,062.10"",""25,005.64"",""1,618.58"",""1,457.05"",""735.05"","""",""500.09"","""","""",""688.57"",""3,316.36"",""0.50"",""97.37"",""0.00"","""","""",""29.95"""
"29.Oct.1990,""2,430.20"",""330.80"",""2,033.90"",""25,329.31"",""1,627.90"",""1,454.49"",""720.89"","""",""504.84"","""","""",""690.55"",""3,309.05"","""",""96.15"",""0.00"","""","""",""29.50"""
"30.Oct.1990,""2,448.02"",""329.83"",""2,050.40"",""25,242.40"",""1,613.59"",""1,433.17"",""711.49"","""","""","""","""",""673.85"",""3,318.53"",""0.47"",""98.88"",""0.00"","""","""",""28.73"""
"31.Oct.1990,""2,442.33"",""329.84"",""2,050.30"",""25,194.10"",""1,645.57"",""1,433.82"",""690.16"","""",""491.71"","""","""",""649.37"","""",""0.46"",""96.09"",""0.00"","""","""",""28.21"""
"01.Nov.1990,""2,454.95"",""330.60"",""2,028.00"",""24,295.16"","""",""1,417.26"",""717.47"","""",""480.46"","""","""",""653.21"",""3,139.88"",""0.43"",""99.39"",""0.00"","""","""","""""
"02.Nov.1990,""2,490.84"",""336.45"",""2,030.40"",""24,194.99"",""1,634.80"",""1,414.32"",""709.96"","""",""479.90"","""","""",""657.43"",""3,102.86"",""0.43"",""101.20"","""","""","""",""27.93"""
"05.Nov.1990,""2,502.23"",""340.76"",""2,050.10"",""24,385.33"",""1,620.57"",""1,415.38"",""707.61"","""",""481.59"","""","""",""673.06"",""3,527.83"",""0.44"",""103.40"",""0.00"","""","""",""27.24"""
"06.Nov.1990,""2,485.15"",""340.53"",""2,070.30"",""23,965.75"",""1,613.49"",""1,398.24"",""702.93"","""",""477.30"","""","""",""661.89"",""3,467.70"",""0.42"","""",""0.00"","""","""",""25.99"""
"07.Nov.1990,""2,440.84"",""336.80"",""2,059.10"",""23,500.25"",""1,583.46"",""1,371.15"",""720.96"","""",""475.37"","""","""",""662.25"",""3,689.87"",""0.40"",""104.51"",""0.00"","""","""",""25.90"""
"08.Nov.1990,""2,443.81"",""336.37"",""2,036.20"",""22,969.81"",""1,569.86"",""1,369.44"",""707.24"","""",""471.15"","""","""",""661.19"",""3,554.00"",""0.38"",""102.87"",""0.00"","""","""",""25.67"""
"09.Nov.1990,""2,488.61"",""341.95"",""2,040.60"",""22,931.80"",""1,572.83"",""1,381.49"",""703.81"","""",""468.05"","""","""",""662.55"",""3,472.53"",""0.37"",""101.96"",""0.00"","""","""",""26.01"""
"12.Nov.1990,""2,540.35"",""351.46"",""2,051.90"","""",""1,597.34"",""1,402.24"",""701.53"","""",""469.45"","""","""",""661.83"","""",""0.36"",""98.70"",""0.00"","""","""",""26.85"""
"13.Nov.1990,""2,535.40"",""352.87"",""2,056.00"",""23,973.67"",""1,610.13"",""1,402.91"",""710.06"","""",""472.20"","""","""",""659.37"",""3,739.05"",""0.35"",""100.15"",""0.00"","""","""",""27.93"""
"14.Nov.1990,""2,559.65"",""356.87"",""2,046.00"",""23,937.44"",""1,599.13"",""1,406.23"",""704.89"","""",""472.87"","""","""",""652.13"",""3,850.27"",""0.34"",""100.60"",""0.00"","""","""",""29.09"""
"15.Nov.1990,""2,545.05"",""354.46"",""2,060.00"",""23,487.48"",""1,598.02"",""1,421.19"",""701.45"","""",""471.67"","""","""",""655.84"",""3,962.85"",""0.36"",""99.26"","""","""","""",""28.22"""
